#ZVView-data-copy:  23-Mar-2020 08:03:20
#=======================================
#
#name:   13-AL-27(N,A)11-NA-24,,SIG
#X.axis: Incident Energy
#Y.axis: Cross Section
#wdata:  4
#ldata:  654
#data...
#            X         +-dX            Y         +-dY  # Comments...
#          MeV          MeV        barns        barns  # Year,Author(s)           ## EXFOR-ID
         16.84            0        0.089      0.00089  # 1960,G.S.Mani+           ## 20921003  #dY:1.0%   
         16.96            0       0.0784      0.01176  # 1964,W.L.Imhof           ## 11526003  #dY:15.0%  
         16.98          0.1       0.0804        0.002  # 1984,K.Kudo              ## 21923002  #dY:2.5%   
         17.18         0.19       0.0712       0.0031  # 1989,Lu Han-Lin+         ## 30523003  #dY:4.4%   
         17.27         0.23       0.0755       0.0046  # 1965,A.Paulsen+          ## 20378003  #dY:6.1%   
          17.3          0.5       0.0717        0.004  # 1963,J.P.Butler+         ## 11457007  #dY:5.6%   
          17.3            0         0.07        0.005  # 1962,F.Gabbard+          ## 11494003  #dY:7.1%   
         17.35         0.16        0.071        0.007  # 1967,H.O.Menlove+        ## 11421004  #dY:9.9%   
         17.35          0.1       0.0707       0.0024  # 1978,T.B.Ryves+          ## 20867006  #dY:3.4%   
         17.45            0        0.072      0.00072  # 1960,G.S.Mani+           ## 20921003  #dY:1.0%   
          17.5            0      0.06219        0.006  # 1992,Y.Uwamino+          ## 22703002  #dY:9.6%   
         17.55            0      0.06872      0.00272  # 1996,Y.Uno+              ## 23279006  #dY:4.0%   
         17.66            0        0.076      0.00076  # 1960,G.S.Mani+           ## 20921003  #dY:1.0%   
          17.7            0         0.07        0.005  # 1962,F.Gabbard+          ## 11494003  #dY:7.1%   
         17.75        0.215       0.0621       0.0037  # 1965,A.Paulsen+          ## 20378003  #dY:6.0%   
         17.83            0        0.072      0.00072  # 1960,G.S.Mani+           ## 20921003  #dY:1.0%   
         17.95         0.16       0.0467       0.0033  # 1961,B.P.Bayhurst+       ## 11462002  #dY:7.1%   
         17.97        0.135        0.061       0.0026  # 1989,Lu Han-Lin+         ## 30523003  #dY:4.3%   
         17.98            0       0.0614      0.00921  # 1964,W.L.Imhof           ## 11526003  #dY:15.0%  
            18          0.2        0.064      0.00576  # 1961,M.Bormann+          ## 20904002  #dY:9.0%   
         18.04         0.11        0.066       0.0018  # 1984,K.Kudo              ## 21923002  #dY:2.7%   
         18.06        0.095       0.0621       0.0025  # 1978,T.B.Ryves+          ## 20867006  #dY:4.0%   
         18.13            0       0.0657     0.000657  # 1960,G.S.Mani+           ## 20921003  #dY:1.0%   
         18.15          0.2        0.064        0.007  # 1963,J.M.F.Jeronymo+     ## 20922002  #dY:10.9%  
          18.3            0       0.0615     0.000615  # 1960,G.S.Mani+           ## 20921003  #dY:1.0%   
         18.33         0.19       0.0562       0.0034  # 1965,A.Paulsen+          ## 20378003  #dY:6.0%   
         18.44        0.165       0.0512        0.005  # 1967,H.O.Menlove+        ## 11421004  #dY:9.8%   
          18.5         0.25       0.0552        0.003  # 1963,J.P.Butler+         ## 11457007  #dY:5.4%   
          18.5            0      0.04926       0.0051  # 1992,Y.Uwamino+          ## 22703002  #dY:10.4%  
         18.71        0.165       0.0529       0.0032  # 1965,A.Paulsen+          ## 20378003  #dY:6.0%   
            19        0.095       0.0475       0.0024  # 1978,T.B.Ryves+          ## 20867006  #dY:5.1%   
         19.13          0.1       0.0467       0.0028  # 1965,A.Paulsen+          ## 20378003  #dY:6.0%   
          19.2          0.4       0.0487       0.0024  # 1963,J.P.Butler+         ## 11457007  #dY:4.9%   
         19.36         0.09       0.0444       0.0027  # 1965,A.Paulsen+          ## 20378003  #dY:6.1%   
         19.39        0.175       0.0391       0.0039  # 1967,H.O.Menlove+        ## 11421004  #dY:10.0%  
         19.48            0         0.05       0.0005  # 1960,G.S.Mani+           ## 20921003  #dY:1.0%   
          19.5            0      0.03626       0.0042  # 1992,Y.Uwamino+          ## 22703002  #dY:11.6%  
         19.59        0.095       0.0418       0.0025  # 1965,A.Paulsen+          ## 20378003  #dY:6.0%   
          19.6         0.15       0.0435      0.00435  # 1961,M.Bormann+          ## 20904002  #dY:10.0%  
          19.6          0.2        0.052        0.007  # 1963,J.M.F.Jeronymo+     ## 20922002  #dY:13.5%  
         19.76        0.215        0.038       0.0027  # 1961,B.P.Bayhurst+       ## 11462002  #dY:7.1%   
          19.8         0.15         0.04       0.0024  # 1963,J.P.Butler+         ## 11457007  #dY:6.0%   
         19.84            0      0.03609      0.00142  # 1996,Y.Uno+              ## 23279006  #dY:3.9%   
         19.87         0.15       0.0449       0.0018  # 1984,K.Kudo              ## 21923002  #dY:4.0%   
            20          0.1       0.1645        0.022  # 1981,P.Welch+            ## 12912003  #dY:13.4%  
         20.15            0       0.0455     0.000455  # 1960,G.S.Mani+           ## 20921003  #dY:1.0%   
          20.3         0.15       0.0339        0.002  # 1963,J.P.Butler+         ## 11457007  #dY:5.9%   
          20.5            0      0.02808       0.0036  # 1992,Y.Uwamino+          ## 22703002  #dY:12.8%  
         20.57            0        0.038      0.00038  # 1960,G.S.Mani+           ## 20921003  #dY:1.0%   
          20.6          0.2        0.037        0.006  # 1963,J.M.F.Jeronymo+     ## 20922002  #dY:16.2%  
         20.72            0        0.039      0.00039  # 1960,G.S.Mani+           ## 20921003  #dY:1.0%   
            21          0.2        0.031        0.006  # 1963,J.M.F.Jeronymo+     ## 20922002  #dY:19.4%  
          21.5            0      0.02462        0.003  # 1992,Y.Uwamino+          ## 22703002  #dY:12.2%  
          22.2            2       0.0247       0.0038  # 2001,R.Coszach+          ## 22497003  #dY:15.4%  
          22.5            0      0.02488       0.0026  # 1992,Y.Uwamino+          ## 22703002  #dY:10.5%  
         22.66            0      0.01841      0.00074  # 1996,Y.Uno+              ## 23279006  #dY:4.0%   
            23          0.1         0.09        0.012  # 1981,P.Welch+            ## 12912003  #dY:13.3%  
          23.5            0      0.02461       0.0022  # 1992,Y.Uwamino+          ## 22703002  #dY:8.9%   
          24.5            0      0.02145       0.0018  # 1992,Y.Uwamino+          ## 22703002  #dY:8.4%   
         24.99            0      0.01004       0.0004  # 1996,Y.Uno+              ## 23279006  #dY:4.0%   
          25.5            0      0.01773       0.0015  # 1992,Y.Uwamino+          ## 22703002  #dY:8.5%   
          26.5            0      0.01455       0.0012  # 1992,Y.Uwamino+          ## 22703002  #dY:8.2%   
          27.5            0     0.009771        0.001  # 1992,Y.Uwamino+          ## 22703002  #dY:10.2%  
         27.79            0      0.00538      0.00022  # 1996,Y.Uno+              ## 23279006  #dY:4.1%   
          28.5            0     0.005502      0.00081  # 1992,Y.Uwamino+          ## 22703002  #dY:14.7%  
          29.5            0     0.003916      0.00063  # 1992,Y.Uwamino+          ## 22703002  #dY:16.1%  
         30.09            0      0.00267      0.00011  # 1996,Y.Uno+              ## 23279006  #dY:4.1%   
          30.5            0     0.002724      0.00053  # 1992,Y.Uwamino+          ## 22703002  #dY:19.5%  
          31.1            2       0.0219       0.0038  # 2001,R.Coszach+          ## 22497003  #dY:17.4%  
          31.5            0     0.002149      0.00048  # 1992,Y.Uwamino+          ## 22703002  #dY:22.3%  
          32.5            0     0.002164      0.00043  # 1992,Y.Uwamino+          ## 22703002  #dY:19.9%  
          33.5            0     0.002307       0.0004  # 1992,Y.Uwamino+          ## 22703002  #dY:17.3%  
          34.5            0     0.002133      0.00036  # 1992,Y.Uwamino+          ## 22703002  #dY:16.9%  
          35.5            0     0.001744      0.00033  # 1992,Y.Uwamino+          ## 22703002  #dY:18.9%  
          36.5            0     0.001357      0.00032  # 1992,Y.Uwamino+          ## 22703002  #dY:23.6%  
          37.5            0     0.001236      0.00029  # 1992,Y.Uwamino+          ## 22703002  #dY:23.5%  
          38.5            0     0.001206      0.00029  # 1992,Y.Uwamino+          ## 22703002  #dY:24.0%  
            40            2       0.0265       0.0038  # 2001,R.Coszach+          ## 22497003  #dY:14.3%  
            49            2       0.0223       0.0038  # 2001,R.Coszach+          ## 22497003  #dY:17.0%  
//
#-------------------------------------------------------------------------------
